sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Agent 4;Utility 1;Utility 2;Utility 3;Utility 4;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Disc. Util. 4;Perceived. Util. 1;Perceived. Util. 2;Perceived. Util. 3;Perceived. Util. 4;User Bother 1;User Bother 2;User Bother 3;User Bother 4;User Util. 1;User Util. 2;User Util. 3;User Util. 4;Profile 1;Profile 2;Profile 3;Profile 4
1.806;61;;60rounds;No;No;1;0.00000;0.00000;1.30024;1.62469;0.00000;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t@215;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t@216;BayesianAgent@217;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t@218;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party2_utility.xml;party5_utility.xml;party8_utility.xml;party1_utility_u20.xml
1.895;61;;60rounds;No;No;1;0.00000;0.00000;1.30024;1.62469;0.00000;RandomBidderExample40@219;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t@220;BayesianAgent@221;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t@222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party2_utility.xml;party5_utility.xml;party8_utility.xml;party1_utility_u20.xml
3.060;61;;60rounds;No;No;1;0.00000;0.00000;1.30024;1.62469;0.00000;BayesianAgent@223;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t@224;BayesianAgent@225;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t@226;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party2_utility.xml;party5_utility.xml;party8_utility.xml;party1_utility_u20.xml
1.738;61;;60rounds;No;No;1;0.00000;0.00000;1.30024;1.62469;0.00000;TimeDependentAgentBoulware@227;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t@228;BayesianAgent@229;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t@230;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party2_utility.xml;party5_utility.xml;party8_utility.xml;party1_utility_u20.xml
;56;Session genius.core.session.Session@80b29df failed: Failed to execute protocol: null:[boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t, C:\Users\Gustavo Luchetti\Documents\Git Repos\uu-mas-agent\out\production\uu-mas-agent\bilateralexamples\RandomBidderExample40.class, agents.BayesianAgent, boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t];60rounds;No;;0;;;;;;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t;RandomBidderExample40;BayesianAgent;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party2_utility;party5_utility;party8_utility;party1_utility_u20
;56;Session genius.core.session.Session@5eb8a48c failed: Failed to execute protocol: null:[C:\Users\Gustavo Luchetti\Documents\Git Repos\uu-mas-agent\out\production\uu-mas-agent\bilateralexamples\RandomBidderExample40.class, C:\Users\Gustavo Luchetti\Documents\Git Repos\uu-mas-agent\out\production\uu-mas-agent\bilateralexamples\RandomBidderExample40.class, agents.BayesianAgent, boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t];60rounds;No;;0;;;;;;RandomBidderExample40;RandomBidderExample40;BayesianAgent;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party2_utility;party5_utility;party8_utility;party1_utility_u20
;56;Session genius.core.session.Session@6725c216 failed: Failed to execute protocol: null:[agents.BayesianAgent, C:\Users\Gustavo Luchetti\Documents\Git Repos\uu-mas-agent\out\production\uu-mas-agent\bilateralexamples\RandomBidderExample40.class, agents.BayesianAgent, boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t];60rounds;No;;0;;;;;;BayesianAgent;RandomBidderExample40;BayesianAgent;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party2_utility;party5_utility;party8_utility;party1_utility_u20
;56;Session genius.core.session.Session@d56d051 failed: Failed to execute protocol: null:[agents.TimeDependentAgentBoulware, C:\Users\Gustavo Luchetti\Documents\Git Repos\uu-mas-agent\out\production\uu-mas-agent\bilateralexamples\RandomBidderExample40.class, agents.BayesianAgent, boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t];60rounds;No;;0;;;;;;TimeDependentAgentBoulware;RandomBidderExample40;BayesianAgent;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party2_utility;party5_utility;party8_utility;party1_utility_u20
3.030;61;;60rounds;No;No;1;0.00000;0.00000;1.30024;1.62469;0.00000;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t@247;BayesianAgent@248;BayesianAgent@249;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t@250;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party2_utility.xml;party5_utility.xml;party8_utility.xml;party1_utility_u20.xml
;12;Session genius.core.session.Session@124c1ee5 failed: Failed to execute protocol: null:[C:\Users\Gustavo Luchetti\Documents\Git Repos\uu-mas-agent\out\production\uu-mas-agent\bilateralexamples\RandomBidderExample40.class, agents.BayesianAgent, agents.BayesianAgent, boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t];60rounds;No;;0;;;;;;RandomBidderExample40;BayesianAgent;BayesianAgent;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party2_utility;party5_utility;party8_utility;party1_utility_u20
;29;Session genius.core.session.Session@55bf6b0f failed: Failed to execute protocol: null:[agents.BayesianAgent, agents.BayesianAgent, agents.BayesianAgent, boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t];60rounds;No;;0;;;;;;BayesianAgent;BayesianAgent;BayesianAgent;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party2_utility;party5_utility;party8_utility;party1_utility_u20
;49;Session genius.core.session.Session@15ef02a6 failed: Failed to execute protocol: null:[agents.TimeDependentAgentBoulware, agents.BayesianAgent, agents.BayesianAgent, boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t];60rounds;No;;0;;;;;;TimeDependentAgentBoulware;BayesianAgent;BayesianAgent;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party2_utility;party5_utility;party8_utility;party1_utility_u20
;53;Session genius.core.session.Session@28c1960f failed: Failed to execute protocol: null:[boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t, agents.TimeDependentAgentBoulware, agents.BayesianAgent, boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t];60rounds;No;;0;;;;;;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t;TimeDependentAgentBoulware;BayesianAgent;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party2_utility;party5_utility;party8_utility;party1_utility_u20
;47;Session genius.core.session.Session@248b12ac failed: Failed to execute protocol: null:[C:\Users\Gustavo Luchetti\Documents\Git Repos\uu-mas-agent\out\production\uu-mas-agent\bilateralexamples\RandomBidderExample40.class, agents.TimeDependentAgentBoulware, agents.BayesianAgent, boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t];60rounds;No;;0;;;;;;RandomBidderExample40;TimeDependentAgentBoulware;BayesianAgent;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party2_utility;party5_utility;party8_utility;party1_utility_u20
;56;Session genius.core.session.Session@77a34007 failed: Failed to execute protocol: null:[agents.BayesianAgent, agents.TimeDependentAgentBoulware, agents.BayesianAgent, boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t];60rounds;No;;0;;;;;;BayesianAgent;TimeDependentAgentBoulware;BayesianAgent;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party2_utility;party5_utility;party8_utility;party1_utility_u20
;49;Session genius.core.session.Session@43c6505c failed: Failed to execute protocol: null:[agents.TimeDependentAgentBoulware, agents.TimeDependentAgentBoulware, agents.BayesianAgent, boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t];60rounds;No;;0;;;;;;TimeDependentAgentBoulware;TimeDependentAgentBoulware;BayesianAgent;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party2_utility;party5_utility;party8_utility;party1_utility_u20
0.442;61;;60rounds;No;No;1;0.00000;0.00000;1.30024;1.62469;0.00000;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t@279;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t@280;TimeDependentAgentBoulware@281;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t@282;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party2_utility.xml;party5_utility.xml;party8_utility.xml;party1_utility_u20.xml
0.580;61;;60rounds;No;No;1;0.00000;0.00000;1.30024;1.62469;0.00000;RandomBidderExample40@283;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t@284;TimeDependentAgentBoulware@285;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t@286;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party2_utility.xml;party5_utility.xml;party8_utility.xml;party1_utility_u20.xml
1.728;61;;60rounds;No;No;1;0.00000;0.00000;1.30024;1.62469;0.00000;BayesianAgent@287;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t@288;TimeDependentAgentBoulware@289;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t@290;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party2_utility.xml;party5_utility.xml;party8_utility.xml;party1_utility_u20.xml
0.464;61;;60rounds;No;No;1;0.00000;0.00000;1.30024;1.62469;0.00000;TimeDependentAgentBoulware@291;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t@292;TimeDependentAgentBoulware@293;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t@294;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party2_utility.xml;party5_utility.xml;party8_utility.xml;party1_utility_u20.xml
;56;Session genius.core.session.Session@33c14ba5 failed: Failed to execute protocol: null:[boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t, C:\Users\Gustavo Luchetti\Documents\Git Repos\uu-mas-agent\out\production\uu-mas-agent\bilateralexamples\RandomBidderExample40.class, agents.TimeDependentAgentBoulware, boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t];60rounds;No;;0;;;;;;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t;RandomBidderExample40;TimeDependentAgentBoulware;boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-negotiator.boaframework.acceptanceconditions.anac2012.AC_TheNegotiatorReloaded_bd_b_ad_t_c_a-negotiator.boaframework.opponentmodel.PerfectIAMhagglerBayesianModel-negotiator.boaframework.omstrategy.BestBid_t;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party2_utility;party5_utility;party8_utility;party1_utility_u20
